"","admitted_dt","inmateid","inmate_status_code","top_charge","release_date_approx","age","first_admin_date","last_admin_date","order_adm_times"
"31386",2022-12-07,135130,"DEP","VOP",2022-12-23,33,2022-12-01,2022-12-07,2
"31387",2022-12-07,145179,"DE","155.25",2022-12-15,50,2022-11-12,2022-12-07,2
"31388",2022-12-07,20004292,"SSR","",2023-02-10,30,2019-06-06,2022-12-07,3
"31389",2022-12-07,20048091,"DE","140.25",2023-02-10,51,2021-03-07,2022-12-07,3
"31390",2022-12-07,20052685,"SSR","220.16",2022-12-22,64,2018-10-04,2022-12-07,2
"31391",2022-12-07,20062216,"DE","",2022-12-19,27,2021-03-21,2023-02-01,4
"31392",2022-12-07,20082883,"DE","110-125.25",2023-02-10,28,2022-04-29,2022-12-07,4
"31393",2022-12-07,20104988,"DEP","VOP",2022-12-16,44,2021-01-26,2022-12-07,3
"31394",2022-12-07,20140591,"DE","120.06",2023-02-10,24,2020-10-14,2022-12-07,2
"31395",2022-12-07,20166484,"DE","FOA 900.00",2023-02-06,46,2021-06-24,2022-12-07,2
"31396",2022-12-07,20183988,"DE","125.25",2023-02-10,22,2019-02-18,2022-12-07,2
"31397",2022-12-07,20187007,"DE","120.05",2022-12-22,29,2021-05-07,2022-12-07,2
"31398",2022-12-07,20191455,"DE","121.11",2022-12-12,34,2020-01-25,2022-12-07,6
"31399",2022-12-07,20192463,"CS","",2023-02-10,23,2021-06-20,2022-12-07,3
"31400",2022-12-07,20192565,"DE","160.05",2022-12-12,21,2019-10-10,2022-12-07,4
"31401",2022-12-07,20193736,"CS","410.40",2023-02-03,34,2022-12-07,2023-02-05,1
"31402",2022-12-07,20210157,"DE","140.25",2022-12-12,22,2020-05-28,2022-12-07,3
"31403",2022-12-07,20211193,"DE","110-125.25",2023-02-10,20,2020-09-11,2022-12-07,2
"31404",2022-12-07,20218668,"DE","140.25",2022-12-12,25,2022-05-14,2022-12-07,2
"31405",2022-12-08,1228,"DE","",2023-02-06,38,2019-09-13,2022-12-08,8
"31406",2022-12-08,14687,"DEP","VOP",2023-01-20,36,2020-05-20,2022-12-08,6
"31407",2022-12-08,27116,"DE","140.25",2022-12-27,33,2022-08-31,2022-12-08,2
"31408",2022-12-08,32070,"DE","125.25",2023-01-18,38,2016-12-04,2022-12-08,4
"31409",2022-12-08,58784,"DE","140.30",2022-12-13,40,2019-10-07,2022-12-08,3
"31410",2022-12-08,102268,"DE","140.25",2023-02-10,53,2020-01-29,2022-12-08,3
"31411",2022-12-08,109757,"DE","VOP",2022-12-23,43,2018-07-22,2022-12-08,5
"31412",2022-12-08,118939,"DE","140.25",2022-12-15,43,2022-05-24,2022-12-08,2
"31413",2022-12-08,148378,"DE","160.15",2023-02-08,53,2022-01-29,2022-12-08,2
"31414",2022-12-08,10005710,"DEP","VOP",2022-12-12,32,2021-01-16,2022-12-08,2
"31415",2022-12-08,10010899,"DE","155.30",2023-02-10,45,2020-07-31,2022-12-08,2
"31416",2022-12-08,20011133,"DE","155.25",2023-01-03,54,2018-12-28,2022-12-08,3
"31417",2022-12-08,20032845,"DE","120.00",2023-01-12,30,2020-03-13,2022-12-08,3
"31418",2022-12-08,20055476,"DE","125.25",2023-02-10,28,2020-09-07,2022-12-08,2
"31419",2022-12-08,20070684,"DE","",2022-12-21,39,2021-07-16,2022-12-08,2
"31420",2022-12-08,20115679,"DEP","140.20",2023-01-17,43,2021-01-14,2022-12-08,5
"31421",2022-12-08,20125779,"DE","155.25",2022-12-14,39,2022-11-01,2022-12-22,3
"31422",2022-12-08,20142093,"DE","160.10",2023-02-10,36,2020-11-07,2022-12-08,3
"31423",2022-12-08,20169295,"DE","155.25",2023-02-10,37,2022-08-05,2022-12-08,3
"31424",2022-12-08,20171398,"DE","160.15",2023-02-10,22,2022-03-03,2022-12-08,2
"31425",2022-12-08,20189800,"CS","215.50",2023-02-10,42,2020-05-15,2022-12-08,2
"31426",2022-12-08,20190092,"DE","121.12",2022-12-14,30,2019-07-25,2022-12-08,6
"31427",2022-12-08,20200534,"SSR","110-265.03",2022-12-22,25,2019-04-04,2022-12-08,3
"31428",2022-12-08,20201130,"DE","160.15",2023-02-10,44,2019-05-10,2022-12-08,3
"31429",2022-12-08,20209092,"DE","120.10",2023-02-10,24,2020-01-26,2022-12-08,3
"31430",2022-12-08,20216478,"DE","125.25",2023-02-10,20,2021-11-20,2022-12-08,2
"31431",2022-12-08,20217029,"DE","265.03",2023-02-10,20,2022-08-18,2022-12-08,2
"31432",2022-12-08,20220396,"CS","",2023-02-10,49,2022-08-29,2022-12-08,2
"31433",2022-12-08,20220529,"DE","110-160.15",2022-12-14,32,2022-09-06,2022-12-08,2
"31434",2022-12-08,20220799,"DE","155.25",2022-12-23,31,2022-09-21,2022-12-08,2
"31435",2022-12-09,12620,"SSR","110-265.03",2022-12-22,49,2021-12-10,2022-12-09,2
"31436",2022-12-09,16674,"DE","",2023-01-12,36,2019-10-10,2022-12-09,5
"31437",2022-12-09,27511,"DE","140.20",2023-02-10,35,2022-08-29,2022-12-09,3
"31438",2022-12-09,81225,"DE","155.35",2022-12-15,39,2019-07-22,2023-01-09,7
"31439",2022-12-09,97055,"DEP","155.25",2023-01-09,54,2020-05-27,2022-12-09,5
"31440",2022-12-09,110888,"DE","140.25",2022-12-28,35,2020-03-16,2022-12-09,3
"31441",2022-12-09,148679,"SSR","",2023-02-02,43,2021-11-02,2022-12-09,3
"31442",2022-12-09,10002532,"DE","215.50",2023-01-03,36,2022-03-30,2023-01-05,5
"31443",2022-12-09,20002666,"DE","160.10",2022-12-14,41,2022-07-11,2022-12-09,2
"31444",2022-12-09,20019131,"DE","140.25",2022-12-14,52,2019-08-07,2022-12-09,2
"31445",2022-12-09,20065201,"DE","160.10",2023-02-10,29,2019-10-15,2022-12-09,4
"31446",2022-12-09,20150062,"DE","160.10",2023-02-10,26,2021-03-10,2022-12-09,2
"31447",2022-12-09,20173983,"DE","FOA 900.00",2023-01-04,25,2021-03-03,2022-12-09,5
"31448",2022-12-09,20209266,"DE","265.03",2023-02-10,21,2020-02-08,2022-12-09,3
"31449",2022-12-09,20213157,"SSR","",2023-01-26,36,2021-02-25,2022-12-09,2
"31450",2022-12-09,20213649,"DNS","110-130.35",2023-01-12,25,2021-04-07,2022-12-09,2
"31451",2022-12-09,20216193,"DE","160.15",2023-01-06,23,2021-10-29,2022-12-09,3
"31452",2022-12-09,20216679,"DE","160.10",2022-12-16,61,2021-12-08,2022-12-09,3
"31453",2022-12-09,20219164,"DE","215.52",2022-12-12,26,2022-07-19,2023-01-20,2
"31454",2022-12-09,20221343,"DE","",2023-01-26,18,2022-10-25,2022-12-09,2
"31455",2022-12-09,20222078,"DE","140.25",2022-12-14,30,2022-12-09,2022-12-20,1
"31456",2022-12-10,25005,"DE","140.30",2023-02-10,49,2021-11-12,2022-12-10,3
"31457",2022-12-10,91097,"DE","140.25",2022-12-19,43,2022-08-09,2023-01-04,2
"31458",2022-12-10,105228,"DE","120.00",2023-02-10,38,2022-10-20,2022-12-10,2
"31459",2022-12-10,20072587,"CS","110-160.05",2023-02-10,29,2022-06-17,2022-12-10,2
"31460",2022-12-10,20097882,"DE","155.30",2023-02-10,28,2022-10-18,2022-12-10,2
"31461",2022-12-10,20102479,"DE","120.00",2023-02-10,28,2019-11-26,2022-12-10,3
"31462",2022-12-10,20102617,"DE","120.05",2023-02-10,40,2019-10-29,2022-12-10,4
"31463",2022-12-10,20128786,"DE","155.25",2022-12-21,32,2020-09-22,2022-12-10,9
"31464",2022-12-10,20133533,"DE","",2022-12-13,25,2022-10-27,2022-12-10,2
"31465",2022-12-10,20143084,"DEP","120.00",2022-12-16,26,2022-07-26,2022-12-10,3
"31466",2022-12-10,20180289,"DE","145.00",2022-12-19,41,2022-06-22,2022-12-10,2
"31467",2022-12-10,20188355,"DE","215.52",2023-02-10,29,2020-09-11,2022-12-10,2
"31468",2022-12-10,20197590,"DEP","265.03",2023-02-10,20,2021-07-09,2022-12-10,2
"31469",2022-12-10,20199437,"DE","160.15",2023-02-10,24,2021-07-29,2022-12-10,3
"31470",2022-12-10,20217413,"DE","110-120.05",2022-12-15,21,2022-02-12,2022-12-10,2
"31471",2022-12-10,20221966,"DE","120.03",2023-02-10,20,2022-12-03,2022-12-10,2
"31472",2022-12-11,15240,"CS","145.00",2023-02-10,44,2022-05-08,2022-12-11,3
"31473",2022-12-11,17223,"DE","",2023-01-05,43,2022-03-30,2023-02-05,4
"31474",2022-12-11,33038,"DEP","VOP",2022-12-23,52,2020-10-13,2023-01-08,6
"31475",2022-12-11,71792,"DE","110-120.10",2023-02-10,36,2018-12-13,2022-12-11,4
"31476",2022-12-11,73431,"DE","160.10",2023-02-10,54,2020-11-27,2022-12-11,5
"31477",2022-12-11,77733,"DE","",2022-12-23,41,2019-03-11,2022-12-11,4
"31478",2022-12-11,78381,"DE","265.03",2022-12-29,42,2021-04-13,2022-12-11,2
"31479",2022-12-11,100729,"DE","160.15",2022-12-16,60,2019-08-23,2022-12-11,2
"31480",2022-12-11,20013329,"DE","265.03",2022-12-21,36,2019-02-16,2022-12-11,3
"31481",2022-12-11,20061298,"DE","140.25",2023-01-12,35,2020-03-12,2022-12-11,3
"31482",2022-12-11,20151118,"DE","120.05",2022-12-16,29,2020-03-20,2022-12-11,3
"31483",2022-12-11,20156504,"DE","140.20",2023-02-10,56,2022-09-08,2022-12-11,3
"31484",2022-12-11,20189144,"DE","",2022-12-14,29,2022-03-10,2022-12-11,2
"31485",2022-12-11,20200802,"CS","155.25",2022-12-19,30,2020-10-04,2023-01-15,4
"31486",2022-12-11,20211950,"DE","265.03",2022-12-16,23,2020-11-08,2022-12-11,2
"31487",2022-12-11,20213682,"DE","140.20",2023-02-03,44,2021-04-09,2022-12-11,3
"31488",2022-12-11,20219944,"DE","120.05",2023-02-10,58,2022-08-01,2022-12-11,2
"31489",2022-12-11,20222109,"DE","",2022-12-15,40,2022-12-11,2022-12-26,1
"31490",2022-12-12,792,"DE","155.25",2022-12-23,39,2021-11-07,2022-12-12,3
"31491",2022-12-12,7849,"DE","",2022-12-16,44,2019-11-26,2022-12-22,3
"31492",2022-12-12,16683,"SSR","",2023-01-03,49,2020-10-28,2022-12-12,3
"31493",2022-12-12,41200,"DE","",2022-12-23,47,2022-05-29,2022-12-12,2
"31494",2022-12-12,46901,"DE","121.12",2022-12-19,37,2022-12-12,2023-01-27,1
"31495",2022-12-12,109475,"DE","155.35",2022-12-19,44,2021-10-15,2022-12-12,2
"31496",2022-12-12,113188,"DE","165.45",2022-12-19,37,2022-11-10,2022-12-12,2
"31497",2022-12-12,20024351,"DE","120.05",2022-12-20,30,2019-11-20,2022-12-12,2
"31498",2022-12-12,20040285,"DE","110-125.25",2023-02-10,31,2021-09-02,2022-12-12,2
"31499",2022-12-12,20048841,"DE","140.20",2022-12-15,38,2021-01-14,2022-12-12,5
"31500",2022-12-12,20057241,"DE","160.05",2023-01-13,29,2019-06-19,2022-12-12,5
"31501",2022-12-12,20142382,"DE","120.05",2023-02-10,30,2019-10-01,2022-12-12,3
"31502",2022-12-12,20148994,"DE","",2022-12-21,24,2019-08-07,2022-12-12,2
"31503",2022-12-12,20151145,"DE","110-120.10",2022-12-23,46,2020-02-27,2022-12-12,2
"31504",2022-12-12,20157288,"CS","120.05",2023-02-10,26,2020-08-19,2022-12-12,2
"31505",2022-12-12,20207433,"DNS","120.25",2023-02-10,30,2019-10-08,2022-12-12,3
"31506",2022-12-12,20209373,"DE","160.15",2022-12-27,21,2020-02-18,2022-12-25,4
"31507",2022-12-12,20209708,"DE","120.05",2023-02-10,25,2020-03-17,2022-12-12,2
"31508",2022-12-12,20212111,"DE","145.00",2022-12-19,20,2020-11-20,2022-12-12,3
"31509",2022-12-12,20214263,"DE","",2023-02-02,50,2021-05-29,2022-12-12,2
"31510",2022-12-12,20214872,"DE","265.03",2022-12-14,33,2021-07-13,2022-12-12,2
"31511",2022-12-13,104875,"DE","110-160.15",2023-02-10,36,2022-05-09,2022-12-13,2
"31512",2022-12-13,107121,"DE","168-T",2023-02-10,47,2019-08-08,2022-12-13,2
"31513",2022-12-13,131660,"DE","120.05",2022-12-19,57,2022-12-13,2023-01-09,1
"31514",2022-12-13,20018972,"DE","160.05",2023-02-10,63,2021-04-03,2022-12-13,6
"31515",2022-12-13,20021766,"DE","130.50",2023-02-10,30,2019-09-20,2022-12-13,5
"31516",2022-12-13,20037661,"DE","",2022-12-23,53,2019-10-11,2022-12-13,3
"31517",2022-12-13,20052548,"DE","160.15",2023-02-06,33,2019-12-14,2022-12-13,4
"31518",2022-12-13,20054170,"DE","",2022-12-14,NA,2020-01-30,2022-12-13,2
"31519",2022-12-13,20092357,"CS","110-265.03",2023-02-10,28,2020-12-02,2022-12-13,2
"31520",2022-12-13,20094418,"DE","110-120.10",2022-12-19,39,2022-09-10,2022-12-22,2
"31521",2022-12-13,20130603,"DE","160.10",2023-02-10,34,2022-07-28,2022-12-13,2
"31522",2022-12-13,20149628,"DE","240.75",2022-12-19,38,2019-09-26,2022-12-13,2
"31523",2022-12-13,20157032,"SSR","",2023-02-07,29,2020-09-07,2022-12-13,2
"31524",2022-12-13,20160623,"DE","",2023-01-12,28,2018-08-24,2022-12-13,4
"31525",2022-12-13,20174563,"DE","220.16",2023-02-10,26,2021-09-21,2022-12-13,3
"31526",2022-12-13,20179352,"SSR","",2023-02-10,25,2019-10-01,2022-12-13,2
"31527",2022-12-13,20188335,"CS","120.10",2023-02-10,24,2020-01-04,2022-12-13,5
"31528",2022-12-13,20199268,"SSR","",2023-01-19,40,2018-10-19,2022-12-13,2
"31529",2022-12-13,20206875,"DE","140.25",2022-12-20,30,2022-10-23,2022-12-13,2
"31530",2022-12-13,20209627,"SSR","265.03",2023-01-17,31,2020-03-10,2022-12-13,2
"31531",2022-12-13,20212336,"SSR","",2023-02-10,37,2020-12-10,2022-12-13,3
"31532",2022-12-13,20212962,"DNS","110-265.03",2023-01-12,20,2021-02-07,2022-12-13,3
"31533",2022-12-13,20215924,"DNS","",2023-02-10,48,2021-10-03,2022-12-13,2
"31534",2022-12-13,20217618,"DNS","110-265.03",2023-01-12,20,2022-02-28,2022-12-13,2
"31535",2022-12-13,20218018,"DE","220.16",2023-02-10,26,2022-03-31,2022-12-13,2
"31536",2022-12-13,20219704,"DE","CO",2022-12-16,41,2022-07-17,2022-12-13,2
"31537",2022-12-13,20220066,"DE","215.51",2022-12-19,25,2022-08-08,2022-12-13,2
"31538",2022-12-13,20220219,"DE","121.12",2022-12-19,35,2022-08-17,2022-12-13,2
"31539",2022-12-13,20221483,"DE","AC 999.99",2023-01-03,29,2022-11-02,2023-01-07,2
"31540",2022-12-13,20222138,"DE","160.10",2022-12-19,26,2022-12-13,2022-12-17,1
"31541",2022-12-14,1929,"DNS","",2023-02-10,39,2020-12-05,2022-12-14,2
"31542",2022-12-14,3847,"DE","125.25",2023-02-10,45,2019-10-19,2022-12-14,3
"31543",2022-12-14,13727,"SSR","110-265.03",2022-12-29,45,2022-03-15,2022-12-14,2
"31544",2022-12-14,31951,"DE","220.31",2023-01-26,46,2019-09-02,2022-12-14,3
"31545",2022-12-14,85451,"DE","120.14",2022-12-20,43,2019-12-28,2022-12-14,5
"31546",2022-12-14,110336,"DE","160.15",2023-02-10,38,2021-01-15,2022-12-14,5
"31547",2022-12-14,113733,"DE","120.05",2023-02-10,45,2020-11-21,2022-12-14,5
"31548",2022-12-14,120031,"DE","160.15",2023-02-10,43,2018-09-10,2022-12-14,2
"31549",2022-12-14,130829,"DE","",2022-12-23,39,2020-10-07,2022-12-14,4
"31550",2022-12-14,137545,"DE","140.30",2023-02-10,31,2021-07-01,2022-12-14,2
"31551",2022-12-14,144679,"DE","155.35",2022-12-19,31,2021-01-29,2022-12-14,2
"31552",2022-12-14,10006041,"DE","215.51",2022-12-19,37,2021-10-03,2022-12-14,2
"31553",2022-12-14,20047481,"DE","215.50",2023-02-06,33,2022-06-21,2022-12-14,3
"31554",2022-12-14,20078431,"DE","490.20",2022-12-19,43,2020-08-03,2022-12-14,2
"31555",2022-12-14,20100666,"DE","FOA 900.00",2023-01-12,30,2020-09-18,2022-12-14,3
"31556",2022-12-14,20134280,"DE","160.05",2023-02-10,58,2020-01-25,2022-12-14,5
"31557",2022-12-14,20158285,"DE","165.50",2023-01-03,28,2019-07-24,2022-12-14,4
"31558",2022-12-14,20167019,"DE","220.16",2023-01-25,24,2020-10-03,2023-02-06,7
"31559",2022-12-14,20170733,"DPV","",2022-12-21,35,2021-03-06,2022-12-14,4
"31560",2022-12-14,20177817,"DE","220.43",2023-02-10,22,2021-12-17,2022-12-14,2
"31561",2022-12-14,20178383,"DPV","",2022-12-21,48,2019-04-20,2022-12-14,3
"31562",2022-12-14,20201006,"DE","160.15",2022-12-19,22,2022-05-16,2023-01-24,2
"31563",2022-12-14,20202238,"DE","140.25",2022-12-20,36,2019-06-12,2023-02-02,4
"31564",2022-12-14,20202506,"DE","160.15",2022-12-20,25,2019-09-23,2022-12-14,2
"31565",2022-12-14,20206480,"DE","110-160.10",2022-12-29,24,2020-04-24,2022-12-14,3
"31566",2022-12-14,20209836,"CS","120.05",2023-02-10,24,2020-04-16,2022-12-14,2
"31567",2022-12-14,20211583,"DE","125.25",2023-02-10,47,2020-10-09,2022-12-14,2
"31568",2022-12-14,20212168,"DE","110-125.25",2023-01-26,44,2020-11-26,2022-12-14,3
"31569",2022-12-14,20212343,"DE","265.03",2022-12-22,20,2020-12-10,2023-01-26,2
"31570",2022-12-14,20214858,"DE","155.30",2023-02-10,36,2021-07-12,2022-12-14,4
"31571",2022-12-14,20217412,"DE","120.05",2022-12-22,35,2022-02-12,2022-12-14,2
"31572",2022-12-14,20218559,"DE","160.15",2023-02-10,37,2022-05-07,2022-12-14,2
"31573",2022-12-14,20219505,"DE","",2022-12-15,27,2022-07-05,2022-12-14,2
"31574",2022-12-14,20219623,"DE","160.15",2023-02-10,18,2022-07-12,2022-12-14,2
"31575",2022-12-14,20219897,"DE","215.51",2022-12-19,44,2022-07-29,2022-12-22,4
"31576",2022-12-14,20221171,"DE","160.15",2023-02-10,26,2022-10-14,2022-12-14,3
"31577",2022-12-14,20222160,"DE","140.25",2022-12-19,19,2022-12-14,2023-01-03,1
"31578",2022-12-15,10840,"DE","160.10",2022-12-20,50,2019-09-24,2022-12-15,6
"31579",2022-12-15,25251,"DE","",2023-01-17,41,2019-08-03,2022-12-15,6
"31580",2022-12-15,32554,"SSR","",2023-01-12,35,2021-06-05,2022-12-15,2
"31581",2022-12-15,70615,"DE","160.10",2023-02-10,36,2022-02-20,2022-12-15,2
"31582",2022-12-15,85590,"DE","120.20",2022-12-16,NA,2020-11-20,2022-12-15,2
"31583",2022-12-15,91595,"DE","220.03",2022-12-19,46,2019-05-02,2022-12-15,2
"31584",2022-12-15,129658,"DEP","140.15",2022-12-23,33,2022-05-12,2022-12-15,2
"31585",2022-12-15,138976,"DEP","VOP",2022-12-19,32,2020-09-18,2022-12-15,2
"31586",2022-12-15,20010804,"DE","160.10",2023-02-10,41,2019-11-26,2022-12-15,4
"31587",2022-12-15,20014827,"SSR","110-120.10",2022-12-29,30,2021-08-09,2022-12-15,2
"31588",2022-12-15,20019077,"CS","170.25",2023-02-10,33,2022-03-13,2022-12-15,2
"31589",2022-12-15,20043402,"SSR","",2022-12-29,29,2019-12-17,2022-12-15,2
"31590",2022-12-15,20064261,"CS","155.25",2023-01-03,38,2019-10-21,2022-12-15,7
"31591",2022-12-15,20074175,"DE","145.00",2023-02-10,29,2020-12-11,2022-12-15,3
"31592",2022-12-15,20112314,"DE","110-220.39",2023-01-12,54,2019-10-09,2022-12-15,7
"31593",2022-12-15,20147367,"DE","",2023-01-26,38,2022-08-13,2022-12-15,2
"31594",2022-12-15,20151934,"DEP","VOP",2023-01-05,43,2019-08-23,2022-12-15,5
"31595",2022-12-15,20152550,"DE","",2023-01-09,33,2021-03-11,2022-12-15,2
"31596",2022-12-15,20156489,"DE","265.03",2023-02-10,54,2022-05-03,2022-12-15,3
"31597",2022-12-15,20180589,"DE","265.02",2023-01-09,24,2019-08-15,2022-12-15,3
"31598",2022-12-15,20183248,"DE","120.05",2023-02-10,23,2021-04-21,2022-12-15,3
"31599",2022-12-15,20189674,"DEP","CO",2023-01-03,58,2021-09-02,2022-12-15,4
"31600",2022-12-15,20211257,"DE","215.50",2022-12-21,20,2020-09-15,2022-12-15,2
"31601",2022-12-15,20215959,"DE","140.20",2022-12-20,20,2021-10-07,2022-12-15,3
"31602",2022-12-15,20217962,"DE","140.20",2023-02-10,40,2022-03-26,2022-12-15,3
"31603",2022-12-15,20218084,"DE","140.05",2022-12-22,32,2022-04-04,2022-12-15,3
"31604",2022-12-15,20218736,"DE","215.50",2023-02-10,36,2022-05-18,2022-12-15,4
"31605",2022-12-15,20219503,"DE","155.25",2023-01-25,29,2022-07-05,2022-12-15,2
"31606",2022-12-16,4439,"DPV","",2022-12-19,36,2021-05-26,2022-12-16,2
"31607",2022-12-16,6500,"DE","125.25",2023-02-10,44,2021-11-07,2022-12-16,2
"31608",2022-12-16,14580,"DE","FOA 900.00",2022-12-29,40,2020-10-26,2022-12-16,3
"31609",2022-12-16,26477,"DEP","VOP",2023-01-03,41,2019-01-08,2022-12-16,2
"31610",2022-12-16,26694,"DE","140.20",2022-12-20,46,2019-06-29,2023-02-05,3
"31611",2022-12-16,29550,"DE","160.05",2023-02-10,53,2020-09-22,2022-12-16,6
"31612",2022-12-16,44541,"DE","110-120.05",2023-02-10,34,2019-11-05,2022-12-16,4
"31613",2022-12-16,65560,"DEP","VOP",2023-01-09,48,2018-06-11,2022-12-16,3
"31614",2022-12-16,78328,"DE","140.25",2022-12-21,43,2021-01-06,2022-12-16,3
"31615",2022-12-16,10000114,"DE","140.20",2023-02-10,40,2021-01-21,2022-12-16,3
"31616",2022-12-16,10004846,"DE","110-160.15",2023-02-10,32,2020-03-16,2022-12-16,4
"31617",2022-12-16,20002219,"DE","215.50",2022-12-23,46,2022-12-16,2022-12-23,1
"31618",2022-12-16,20046951,"DE","",2023-02-01,40,2020-07-01,2022-12-16,4
"31619",2022-12-16,20079794,"DE","160.05",2023-02-10,39,2022-02-20,2022-12-16,3
"31620",2022-12-16,20123681,"DE","160.15",2023-02-10,30,2022-09-23,2022-12-16,2
"31621",2022-12-16,20132707,"DE","130.35",2023-02-10,33,2021-11-12,2022-12-16,2
"31622",2022-12-16,20180204,"DE","120.05",2023-02-10,24,2022-08-01,2022-12-16,2
"31623",2022-12-16,20182846,"DE","120.02",2023-02-10,34,2021-06-12,2022-12-16,2
"31624",2022-12-16,20191555,"DE","220.39",2023-02-10,39,2022-11-06,2022-12-16,2
"31625",2022-12-16,20199865,"DEP","140.20",2023-01-04,34,2020-10-07,2022-12-16,3
"31626",2022-12-16,20203527,"DE","130.52",2022-12-22,51,2022-02-25,2022-12-16,2
"31627",2022-12-16,20215158,"DE","265.03",2023-02-10,50,2021-08-02,2022-12-16,2
"31628",2022-12-16,20215173,"DE","140.25",2022-12-22,24,2021-08-04,2022-12-16,2
"31629",2022-12-16,20219074,"DE","265.03",2023-02-08,40,2022-06-09,2022-12-16,3
"31630",2022-12-16,20220054,"DE","265.03",2023-02-10,37,2022-08-07,2022-12-16,2
"31631",2022-12-16,20220152,"DE","215.51",2022-12-19,30,2022-08-12,2022-12-16,2
"31632",2022-12-16,20220382,"DE","155.25",2023-01-12,56,2022-08-28,2022-12-16,2
"31633",2022-12-16,20221807,"DE","140.20",2023-01-12,35,2022-11-23,2022-12-16,2
"31634",2022-12-17,22437,"DE","155.30",2023-02-10,35,2019-12-18,2022-12-17,4
"31635",2022-12-17,38432,"CS","160.15",2023-02-10,62,2020-01-11,2022-12-17,5
"31636",2022-12-17,46358,"DE","215.51",2023-02-10,51,2019-07-27,2022-12-17,2
"31637",2022-12-17,134131,"DNS","220.39",2023-02-10,37,2020-03-31,2022-12-17,3
"31638",2022-12-17,143196,"DE","160.05",2023-02-10,37,2020-02-16,2022-12-17,5
"31639",2022-12-17,145812,"DE","160.15",2022-12-21,53,2019-10-14,2022-12-17,6
"31640",2022-12-17,153445,"DEP","VOP",2023-02-10,32,2022-08-13,2022-12-17,3
"31641",2022-12-17,20024273,"DE","220.31",2023-01-19,36,2021-04-30,2022-12-17,2
"31642",2022-12-17,20119708,"DE","120.05",2022-12-20,27,2022-11-16,2022-12-17,2
"31643",2022-12-17,20156375,"DE","110-160.15",2023-02-10,34,2020-02-19,2022-12-17,4
"31644",2022-12-17,20185889,"DE","155.25",2023-02-10,45,2022-12-04,2022-12-17,2
"31645",2022-12-17,20216448,"DE","FOA 900.00",2023-02-01,22,2021-11-18,2022-12-17,2
"31646",2022-12-17,20222138,"DE","160.15",2023-02-10,26,2022-12-13,2022-12-17,2
"31647",2022-12-18,33881,"DE","140.35",2022-12-20,48,2019-10-27,2022-12-18,3
"31648",2022-12-18,88637,"DE","155.30",2022-12-27,52,2021-10-28,2023-02-02,3
"31649",2022-12-18,20026861,"DE","155.25",2022-12-22,39,2022-01-19,2023-01-25,3
"31650",2022-12-18,20131977,"DE","120.05",2023-02-10,27,2020-05-28,2022-12-18,2
"31651",2022-12-18,20157010,"DE","",2022-12-23,25,2019-05-15,2022-12-31,3
"31652",2022-12-18,20176371,"DE","120.05",2022-12-27,26,2019-08-13,2022-12-18,2
"31653",2022-12-18,20186185,"DE","265.03",2022-12-22,24,2017-08-25,2022-12-18,3
"31654",2022-12-18,20193362,"SSR","",2023-02-10,34,2022-01-14,2022-12-18,5
"31655",2022-12-18,20209040,"DE","",2022-12-20,54,2020-01-22,2022-12-18,2
"31656",2022-12-18,20219497,"DE","155.25",2022-12-27,31,2022-07-04,2022-12-18,2
"31657",2022-12-18,20221065,"DE","215.51",2023-01-05,44,2022-10-08,2022-12-18,2
"31658",2022-12-19,8054,"DE","155.25",2022-12-27,52,2022-08-30,2022-12-19,2
"31659",2022-12-19,11745,"SSR","",2023-01-30,65,2019-12-27,2022-12-19,2
"31660",2022-12-19,42328,"DEP","220.16",2023-01-25,62,2022-08-19,2022-12-19,2
"31661",2022-12-19,55028,"DE","160.10",2022-12-27,36,2021-09-05,2022-12-19,3
"31662",2022-12-19,102894,"DPV","",2022-12-21,43,2020-12-24,2022-12-19,2
"31663",2022-12-19,116878,"DEP","VOP",2023-01-03,56,2022-08-04,2022-12-19,2
"31664",2022-12-19,154757,"DE","CO",2022-12-29,39,2020-02-28,2022-12-19,6
"31665",2022-12-19,10000389,"DE","160.05",2023-01-18,32,2019-02-15,2022-12-19,2
"31666",2022-12-19,20011130,"DE","",2022-12-21,32,2022-12-19,2023-01-27,1
"31667",2022-12-19,20027628,"DE","145.00",2022-12-22,54,2022-10-11,2022-12-19,2
"31668",2022-12-19,20045242,"DE","121.12",2022-12-23,43,2019-11-06,2022-12-19,3
"31669",2022-12-19,20057027,"DE","155.35",2022-12-23,33,2020-04-17,2022-12-19,2
"31670",2022-12-19,20135976,"SSR","",2023-01-09,29,2022-03-10,2022-12-19,3
"31671",2022-12-19,20155542,"DE","120.10",2023-02-10,25,2019-12-13,2022-12-19,3
"31672",2022-12-19,20170988,"DE","110-160.15",2022-12-21,27,2022-08-10,2022-12-19,2
"31673",2022-12-19,20177008,"DE","215.50",2022-12-27,43,2020-11-12,2023-01-08,3
"31674",2022-12-19,20179965,"DE","",2023-02-08,32,2022-09-17,2022-12-19,2
"31675",2022-12-19,20183284,"DE","110-125.25",2022-12-23,40,2019-11-19,2022-12-19,2
"31676",2022-12-19,20196040,"DPV","",2022-12-21,30,2018-12-16,2022-12-19,4
"31677",2022-12-19,20215130,"DE","265.03",2023-02-10,49,2021-07-31,2022-12-19,2
