"","date_","n_per_day_age_date","n_per_day_date","age_var"
"4623",2021-07-06,750,5017,"all ages 50+"
"4624",2021-07-06,1380,5017,"22-29"
"4625",2020-07-07,758,2425,"30-39"
"4626",2020-07-07,328,2425,"all ages 50+"
"4627",2020-07-07,417,2425,"40-49"
"4628",2020-07-07,700,2425,"22-29"
"4629",2020-07-07,222,2425,"21 and under"
"4630",2022-07-12,1559,5337,"22-29"
"4631",2022-07-12,1649,5337,"30-39"
"4632",2022-07-12,652,5337,"all ages 50+"
"4633",2022-07-12,975,5337,"40-49"
"4634",2022-07-12,502,5337,"21 and under"
"4635",2021-07-13,1605,5054,"30-39"
"4636",2021-07-13,413,5054,"21 and under"
"4637",2021-07-13,871,5054,"40-49"
"4638",2021-07-13,765,5054,"all ages 50+"
"4639",2021-07-13,1391,5054,"22-29"
"4640",2020-07-14,334,2446,"all ages 50+"
"4641",2020-07-14,768,2446,"30-39"
"4642",2020-07-14,427,2446,"40-49"
"4643",2020-07-14,696,2446,"22-29"
"4644",2020-07-14,221,2446,"21 and under"
"4645",2022-07-19,1565,5364,"22-29"
"4646",2022-07-19,1661,5364,"30-39"
"4647",2022-07-19,495,5364,"21 and under"
"4648",2022-07-19,664,5364,"all ages 50+"
"4649",2022-07-19,978,5364,"40-49"
"4650",2021-07-20,761,5081,"all ages 50+"
"4651",2021-07-20,1629,5081,"30-39"
"4652",2021-07-20,1401,5081,"22-29"
"4653",2021-07-20,411,5081,"21 and under"
"4654",2021-07-20,870,5081,"40-49"
"4655",2020-07-21,756,2453,"30-39"
"4656",2020-07-21,707,2453,"22-29"
"4657",2020-07-21,335,2453,"all ages 50+"
"4658",2020-07-21,424,2453,"40-49"
"4659",2020-07-21,231,2453,"21 and under"
"4660",2022-07-26,1571,5361,"22-29"
"4661",2022-07-26,1652,5361,"30-39"
"4662",2022-07-26,977,5361,"40-49"
"4663",2022-07-26,665,5361,"all ages 50+"
"4664",2022-07-26,496,5361,"21 and under"
"4665",2021-07-27,1637,5096,"30-39"
"4666",2021-07-27,1408,5096,"22-29"
"4667",2021-07-27,401,5096,"21 and under"
"4668",2021-07-27,869,5096,"40-49"
"4669",2021-07-27,770,5096,"all ages 50+"
"4670",2020-07-28,769,2487,"30-39"
"4671",2020-07-28,348,2487,"all ages 50+"
"4672",2020-07-28,430,2487,"40-49"
"4673",2020-07-28,708,2487,"22-29"
"4674",2020-07-28,232,2487,"21 and under"
"4675",2021-06-01,1545,4814,"30-39"
"4676",2021-06-01,834,4814,"40-49"
"4677",2021-06-01,1304,4814,"22-29"
"4678",2021-06-01,388,4814,"21 and under"
"4679",2021-06-01,739,4814,"all ages 50+"
"4680",2020-06-02,406,2406,"40-49"
"4681",2020-06-02,224,2406,"21 and under"
"4682",2020-06-02,732,2406,"30-39"
"4683",2020-06-02,330,2406,"all ages 50+"
"4684",2020-06-02,714,2406,"22-29"
"4685",2022-06-07,1523,5166,"22-29"
"4686",2022-06-07,1611,5166,"30-39"
"4687",2022-06-07,495,5166,"21 and under"
"4688",2022-06-07,893,5166,"40-49"
"4689",2022-06-07,642,5166,"all ages 50+"
"4690",2021-06-08,839,4869,"40-49"
"4691",2021-06-08,1576,4869,"30-39"
"4692",2021-06-08,1314,4869,"22-29"
"4693",2021-06-08,396,4869,"21 and under"
"4694",2021-06-08,738,4869,"all ages 50+"
"4695",2020-06-09,730,2396,"30-39"
"4696",2020-06-09,393,2396,"40-49"
"4697",2020-06-09,334,2396,"all ages 50+"
"4698",2020-06-09,709,2396,"22-29"
"4699",2020-06-09,229,2396,"21 and under"
"4700",2022-06-14,1528,5233,"22-29"
"4701",2022-06-14,1639,5233,"30-39"
"4702",2022-06-14,504,5233,"21 and under"
"4703",2022-06-14,914,5233,"40-49"
"4704",2022-06-14,645,5233,"all ages 50+"
"4705",2021-06-15,1578,4915,"30-39"
"4706",2021-06-15,847,4915,"40-49"
"4707",2021-06-15,397,4915,"21 and under"
"4708",2021-06-15,1340,4915,"22-29"
"4709",2021-06-15,746,4915,"all ages 50+"
"4710",2020-06-16,390,2393,"40-49"
"4711",2020-06-16,318,2393,"all ages 50+"
"4712",2020-06-16,706,2393,"22-29"
"4713",2020-06-16,233,2393,"21 and under"
"4714",2020-06-16,745,2393,"30-39"
"4715",2022-06-21,1517,5212,"22-29"
"4716",2022-06-21,920,5212,"40-49"
"4717",2022-06-21,1621,5212,"30-39"
"4718",2022-06-21,503,5212,"21 and under"
"4719",2022-06-21,650,5212,"all ages 50+"
"4720",2021-06-22,1583,4986,"30-39"
"4721",2021-06-22,865,4986,"40-49"
"4722",2021-06-22,415,4986,"21 and under"
"4723",2021-06-22,1372,4986,"22-29"
"4724",2021-06-22,748,4986,"all ages 50+"
"4725",2020-06-23,752,2393,"30-39"
"4726",2020-06-23,317,2393,"all ages 50+"
"4727",2020-06-23,398,2393,"40-49"
"4728",2020-06-23,224,2393,"21 and under"
"4729",2020-06-23,701,2393,"22-29"
"4730",2022-06-28,1549,5297,"22-29"
"4731",2022-06-28,940,5297,"40-49"
"4732",2022-06-28,1637,5297,"30-39"
"4733",2022-06-28,662,5297,"all ages 50+"
"4734",2022-06-28,507,5297,"21 and under"
"4735",2021-06-29,1594,5019,"30-39"
"4736",2021-06-29,420,5019,"21 and under"
"4737",2021-06-29,873,5019,"40-49"
"4738",2021-06-29,754,5019,"all ages 50+"
"4739",2021-06-29,1371,5019,"22-29"
"4740",2020-06-30,747,2396,"30-39"
"4741",2020-06-30,324,2396,"all ages 50+"
"4742",2020-06-30,407,2396,"40-49"
"4743",2020-06-30,692,2396,"22-29"
"4744",2020-06-30,226,2396,"21 and under"
"4745",2022-03-01,1506,5141,"22-29"
"4746",2022-03-01,888,5141,"40-49"
"4747",2022-03-01,691,5141,"all ages 50+"
"4748",2022-03-01,1563,5141,"30-39"
"4749",2022-03-01,489,5141,"21 and under"
"4750",2021-03-02,1433,4495,"30-39"
"4751",2021-03-02,670,4495,"all ages 50+"
"4752",2021-03-02,393,4495,"21 and under"
"4753",2021-03-02,1256,4495,"22-29"
"4754",2021-03-02,743,4495,"40-49"
"4755",2020-03-03,809,3087,"22-29"
"4756",2020-03-03,567,3087,"all ages 50+"
"4757",2020-03-03,918,3087,"30-39"
"4758",2020-03-03,531,3087,"40-49"
"4759",2020-03-03,261,3087,"21 and under"
"4760",2022-03-08,1506,5164,"22-29"
"4761",2022-03-08,887,5164,"40-49"
"4762",2022-03-08,704,5164,"all ages 50+"
"4763",2022-03-08,1557,5164,"30-39"
"4764",2022-03-08,504,5164,"21 and under"
"4765",2021-03-09,1444,4554,"30-39"
"4766",2021-03-09,1260,4554,"22-29"
"4767",2021-03-09,406,4554,"21 and under"
"4768",2021-03-09,756,4554,"40-49"
"4769",2021-03-09,687,4554,"all ages 50+"
"4770",2020-03-10,941,3174,"30-39"
"4771",2020-03-10,551,3174,"40-49"
"4772",2020-03-10,829,3174,"22-29"
"4773",2020-03-10,582,3174,"all ages 50+"
"4774",2020-03-10,269,3174,"21 and under"
"4775",2022-03-15,1494,5166,"22-29"
"4776",2022-03-15,1583,5166,"30-39"
"4777",2022-03-15,702,5166,"all ages 50+"
"4778",2022-03-15,496,5166,"21 and under"
"4779",2022-03-15,887,5166,"40-49"
"4780",2021-03-16,1486,4628,"30-39"
"4781",2021-03-16,1256,4628,"22-29"
"4782",2021-03-16,791,4628,"40-49"
"4783",2021-03-16,681,4628,"all ages 50+"
"4784",2021-03-16,412,4628,"21 and under"
"4785",2020-03-17,965,3281,"30-39"
"4786",2020-03-17,599,3281,"all ages 50+"
"4787",2020-03-17,569,3281,"40-49"
"4788",2020-03-17,866,3281,"22-29"
"4789",2020-03-17,280,3281,"21 and under"
"4790",2022-03-22,1461,5112,"22-29"
"4791",2022-03-22,694,5112,"all ages 50+"
"4792",2022-03-22,1558,5112,"30-39"
"4793",2022-03-22,894,5112,"40-49"
"4794",2022-03-22,499,5112,"21 and under"
"4795",2021-03-23,1495,4676,"30-39"
"4796",2021-03-23,416,4676,"21 and under"
"4797",2021-03-23,1274,4676,"22-29"
"4798",2021-03-23,690,4676,"all ages 50+"
"4799",2021-03-23,798,4676,"40-49"
"4800",2020-03-24,566,3174,"all ages 50+"
"4801",2020-03-24,847,3174,"22-29"
"4802",2020-03-24,942,3174,"30-39"
"4803",2020-03-24,559,3174,"40-49"
"4804",2020-03-24,260,3174,"21 and under"
"4805",2022-03-29,1457,5065,"22-29"
"4806",2022-03-29,1552,5065,"30-39"
"4807",2022-03-29,885,5065,"40-49"
"4808",2022-03-29,485,5065,"21 and under"
"4809",2022-03-29,682,5065,"all ages 50+"
"4810",2021-03-30,1523,4747,"30-39"
"4811",2021-03-30,412,4747,"21 and under"
"4812",2021-03-30,1285,4747,"22-29"
"4813",2021-03-30,811,4747,"40-49"
"4814",2021-03-30,714,4747,"all ages 50+"
"4815",2020-03-31,731,2678,"22-29"
"4816",2020-03-31,418,2678,"all ages 50+"
"4817",2020-03-31,824,2678,"30-39"
"4818",2020-03-31,470,2678,"40-49"
"4819",2020-03-31,235,2678,"21 and under"
"4820",2022-05-03,1490,5020,"22-29"
"4821",2022-05-03,1515,5020,"30-39"
"4822",2022-05-03,479,5020,"21 and under"
"4823",2022-05-03,870,5020,"40-49"
"4824",2022-05-03,660,5020,"all ages 50+"
"4825",2021-05-04,1496,4717,"30-39"
"4826",2021-05-04,831,4717,"40-49"
"4827",2021-05-04,1289,4717,"22-29"
"4828",2021-05-04,379,4717,"21 and under"
"4829",2021-05-04,720,4717,"all ages 50+"
"4830",2020-05-05,361,2173,"40-49"
"4831",2020-05-05,651,2173,"22-29"
"4832",2020-05-05,668,2173,"30-39"
"4833",2020-05-05,272,2173,"all ages 50+"
"4834",2020-05-05,221,2173,"21 and under"
"4835",2022-05-10,1498,5057,"22-29"
"4836",2022-05-10,1552,5057,"30-39"
"4837",2022-05-10,475,5057,"21 and under"
"4838",2022-05-10,874,5057,"40-49"
"4839",2022-05-10,656,5057,"all ages 50+"
"4840",2021-05-11,1521,4739,"30-39"
"4841",2021-05-11,835,4739,"40-49"
"4842",2021-05-11,1296,4739,"22-29"
"4843",2021-05-11,380,4739,"21 and under"
"4844",2021-05-11,704,4739,"all ages 50+"
"4845",2020-05-12,667,2226,"22-29"
"4846",2020-05-12,690,2226,"30-39"
"4847",2020-05-12,368,2226,"40-49"
"4848",2020-05-12,216,2226,"21 and under"
"4849",2020-05-12,285,2226,"all ages 50+"
"4850",2022-05-17,1518,5121,"22-29"
"4851",2022-05-17,1583,5121,"30-39"
"4852",2022-05-17,875,5121,"40-49"
"4853",2022-05-17,480,5121,"21 and under"
"4854",2022-05-17,660,5121,"all ages 50+"
"4855",2021-05-18,1507,4731,"30-39"
"4856",2021-05-18,841,4731,"40-49"
"4857",2021-05-18,1294,4731,"22-29"
"4858",2021-05-18,377,4731,"21 and under"
"4859",2021-05-18,710,4731,"all ages 50+"
"4860",2020-05-19,684,2286,"22-29"
"4861",2020-05-19,715,2286,"30-39"
"4862",2020-05-19,367,2286,"40-49"
"4863",2020-05-19,217,2286,"21 and under"
"4864",2020-05-19,302,2286,"all ages 50+"
"4865",2022-05-24,1525,5114,"22-29"
"4866",2022-05-24,1580,5114,"30-39"
"4867",2022-05-24,490,5114,"21 and under"
"4868",2022-05-24,868,5114,"40-49"
"4869",2022-05-24,649,5114,"all ages 50+"
"4870",2021-05-25,1520,4774,"30-39"
"4871",2021-05-25,846,4774,"40-49"
"4872",2021-05-25,1290,4774,"22-29"
"4873",2021-05-25,390,4774,"21 and under"
"4874",2021-05-25,723,4774,"all ages 50+"
"4875",2020-05-26,697,2343,"22-29"
"4876",2020-05-26,316,2343,"all ages 50+"
"4877",2020-05-26,392,2343,"40-49"
"4878",2020-05-26,726,2343,"30-39"
"4879",2020-05-26,212,2343,"21 and under"
"4880",2022-05-31,1523,5080,"22-29"
"4881",2022-05-31,1571,5080,"30-39"
"4882",2022-05-31,479,5080,"21 and under"
"4883",2022-05-31,872,5080,"40-49"
"4884",2022-05-31,633,5080,"all ages 50+"
"4885",2022-11-01,1789,5736,"30-39"
"4886",2022-11-01,1624,5736,"22-29"
"4887",2022-11-01,772,5736,"all ages 50+"
"4888",2022-11-01,1026,5736,"40-49"
"4889",2022-11-01,522,5736,"21 and under"
"4890",2021-11-02,1377,4802,"22-29"
"4891",2021-11-02,1512,4802,"30-39"
"4892",2021-11-02,794,4802,"40-49"
"4893",2021-11-02,425,4802,"21 and under"
"4894",2021-11-02,686,4802,"all ages 50+"
"4895",2020-11-03,515,3476,"all ages 50+"
"4896",2020-11-03,1040,3476,"30-39"
"4897",2020-11-03,998,3476,"22-29"
"4898",2020-11-03,602,3476,"40-49"
"4899",2020-11-03,321,3476,"21 and under"
"4900",2019-11-05,348,1374,"22-29"
"4901",2019-11-05,419,1374,"30-39"
"4902",2019-11-05,243,1374,"all ages 50+"
"4903",2019-11-05,255,1374,"40-49"
"4904",2019-11-05,109,1374,"21 and under"
"4905",2022-11-08,1768,5687,"30-39"
"4906",2022-11-08,1606,5687,"22-29"
"4907",2022-11-08,1031,5687,"40-49"
"4908",2022-11-08,517,5687,"21 and under"
"4909",2022-11-08,764,5687,"all ages 50+"
"4910",2021-11-09,785,4760,"40-49"
"4911",2021-11-09,690,4760,"all ages 50+"
"4912",2021-11-09,1493,4760,"30-39"
"4913",2021-11-09,415,4760,"21 and under"
"4914",2021-11-09,1370,4760,"22-29"
"4915",2020-11-10,528,3523,"all ages 50+"
"4916",2020-11-10,1053,3523,"30-39"
"4917",2020-11-10,1019,3523,"22-29"
"4918",2020-11-10,596,3523,"40-49"
"4919",2020-11-10,326,3523,"21 and under"
"4920",2019-11-12,420,1594,"22-29"
"4921",2019-11-12,475,1594,"30-39"
"4922",2019-11-12,284,1594,"all ages 50+"
"4923",2019-11-12,290,1594,"40-49"
"4924",2019-11-12,124,1594,"21 and under"
"4925",2022-11-15,1787,5724,"30-39"
"4926",2022-11-15,1607,5724,"22-29"
"4927",2022-11-15,1036,5724,"40-49"
"4928",2022-11-15,529,5724,"21 and under"
"4929",2022-11-15,764,5724,"all ages 50+"
"4930",2021-11-16,785,4760,"40-49"
"4931",2021-11-16,690,4760,"all ages 50+"
"4932",2021-11-16,1493,4760,"30-39"
"4933",2021-11-16,415,4760,"21 and under"
"4934",2021-11-16,1370,4760,"22-29"
"4935",2020-11-17,1061,3584,"30-39"
"4936",2020-11-17,1031,3584,"22-29"
"4937",2020-11-17,341,3584,"21 and under"
"4938",2020-11-17,539,3584,"all ages 50+"
"4939",2020-11-17,612,3584,"40-49"
"4940",2019-11-19,485,1837,"22-29"
"4941",2019-11-19,559,1837,"30-39"
"4942",2019-11-19,329,1837,"40-49"
"4943",2019-11-19,321,1837,"all ages 50+"
"4944",2019-11-19,142,1837,"21 and under"
"4945",2022-11-22,1767,5698,"30-39"
"4946",2022-11-22,1615,5698,"22-29"
"4947",2022-11-22,513,5698,"21 and under"
"4948",2022-11-22,1040,5698,"40-49"
"4949",2022-11-22,763,5698,"all ages 50+"
"4950",2021-11-23,1391,4794,"22-29"
"4951",2021-11-23,435,4794,"21 and under"
"4952",2021-11-23,1484,4794,"30-39"
"4953",2021-11-23,783,4794,"40-49"
"4954",2021-11-23,697,4794,"all ages 50+"
"4955",2020-11-24,1102,3651,"30-39"
"4956",2020-11-24,1043,3651,"22-29"
"4957",2020-11-24,339,3651,"21 and under"
"4958",2020-11-24,553,3651,"all ages 50+"
"4959",2020-11-24,614,3651,"40-49"
"4960",2019-11-26,524,2028,"22-29"
"4961",2019-11-26,162,2028,"21 and under"
"4962",2019-11-26,620,2028,"30-39"
"4963",2019-11-26,356,2028,"40-49"
"4964",2019-11-26,364,2028,"all ages 50+"
"4965",2022-11-29,1759,5655,"30-39"
"4966",2022-11-29,1593,5655,"22-29"
"4967",2022-11-29,762,5655,"all ages 50+"
"4968",2022-11-29,511,5655,"21 and under"
"4969",2022-11-29,1030,5655,"40-49"
"4970",2021-11-30,1363,4734,"22-29"
"4971",2021-11-30,1471,4734,"30-39"
"4972",2021-11-30,683,4734,"all ages 50+"
"4973",2021-11-30,435,4734,"21 and under"
"4974",2021-11-30,779,4734,"40-49"
"4975",2022-10-04,977,5575,"40-49"
"4976",2022-10-04,1718,5575,"30-39"
"4977",2022-10-04,1600,5575,"22-29"
"4978",2022-10-04,521,5575,"21 and under"
"4979",2022-10-04,757,5575,"all ages 50+"
"4980",2021-10-05,424,4897,"21 and under"
"4981",2021-10-05,803,4897,"40-49"
"4982",2021-10-05,1563,4897,"30-39"
"4983",2021-10-05,1398,4897,"22-29"
"4984",2021-10-05,706,4897,"all ages 50+"
"4985",2020-10-06,906,3173,"22-29"
"4986",2020-10-06,963,3173,"30-39"
"4987",2020-10-06,527,3173,"40-49"
"4988",2020-10-06,311,3173,"21 and under"
"4989",2020-10-06,466,3173,"all ages 50+"
"4990",2022-10-11,1725,5575,"30-39"
"4991",2022-10-11,1588,5575,"22-29"
"4992",2022-10-11,987,5575,"40-49"
"4993",2022-10-11,512,5575,"21 and under"
"4994",2022-10-11,760,5575,"all ages 50+"
"4995",2021-10-12,1399,4861,"22-29"
"4996",2021-10-12,795,4861,"40-49"
"4997",2021-10-12,694,4861,"all ages 50+"
"4998",2021-10-12,1525,4861,"30-39"
"4999",2021-10-12,442,4861,"21 and under"
"5000",2020-10-13,493,3269,"all ages 50+"
"5001",2020-10-13,945,3269,"22-29"
"5002",2020-10-13,551,3269,"40-49"
"5003",2020-10-13,970,3269,"30-39"
"5004",2020-10-13,310,3269,"21 and under"
"5005",2019-10-15,117,420,"30-39"
"5006",2019-10-15,117,420,"22-29"
"5007",2019-10-15,32,420,"21 and under"
"5008",2019-10-15,79,420,"40-49"
"5009",2019-10-15,75,420,"all ages 50+"
"5010",2022-10-18,775,5649,"all ages 50+"
"5011",2022-10-18,1589,5649,"22-29"
"5012",2022-10-18,1760,5649,"30-39"
"5013",2022-10-18,1004,5649,"40-49"
"5014",2022-10-18,517,5649,"21 and under"
"5015",2021-10-19,1406,4902,"22-29"
"5016",2021-10-19,1541,4902,"30-39"
"5017",2021-10-19,708,4902,"all ages 50+"
"5018",2021-10-19,439,4902,"21 and under"
"5019",2021-10-19,802,4902,"40-49"
"5020",2020-10-20,504,3326,"all ages 50+"
"5021",2020-10-20,984,3326,"30-39"
"5022",2020-10-20,583,3326,"40-49"
"5023",2020-10-20,937,3326,"22-29"
"5024",2020-10-20,318,3326,"21 and under"
"5025",2019-10-22,187,749,"22-29"
"5026",2019-10-22,133,749,"40-49"
"5027",2019-10-22,238,749,"30-39"
"5028",2019-10-22,144,749,"all ages 50+"
"5029",2019-10-22,44,749,"21 and under"
"5030",2022-10-25,1771,5648,"30-39"
"5031",2022-10-25,1593,5648,"22-29"
"5032",2022-10-25,760,5648,"all ages 50+"
"5033",2022-10-25,1003,5648,"40-49"
"5034",2022-10-25,520,5648,"21 and under"
"5035",2021-10-26,1367,4827,"22-29"
"5036",2021-10-26,1524,4827,"30-39"
"5037",2021-10-26,694,4827,"all ages 50+"
"5038",2021-10-26,802,4827,"40-49"
"5039",2021-10-26,431,4827,"21 and under"
"5040",2020-10-27,510,3437,"all ages 50+"
"5041",2020-10-27,1021,3437,"30-39"
"5042",2020-10-27,982,3437,"22-29"
"5043",2020-10-27,602,3437,"40-49"
"5044",2020-10-27,321,3437,"21 and under"
"5045",2019-10-29,296,1141,"22-29"
"5046",2019-10-29,333,1141,"30-39"
"5047",2019-10-29,199,1141,"all ages 50+"
"5048",2019-10-29,217,1141,"40-49"
"5049",2019-10-29,91,1141,"21 and under"
"5050",2020-09-01,409,2809,"all ages 50+"
"5051",2020-09-01,856,2809,"30-39"
"5052",2020-09-01,480,2809,"40-49"
"5053",2020-09-01,797,2809,"22-29"
"5054",2020-09-01,267,2809,"21 and under"
"5055",2022-09-06,1554,5418,"22-29"
"5056",2022-09-06,1679,5418,"30-39"
"5057",2022-09-06,966,5418,"40-49"
"5058",2022-09-06,498,5418,"21 and under"
"5059",2022-09-06,721,5418,"all ages 50+"
"5060",2021-09-07,1688,5300,"30-39"
"5061",2021-09-07,1491,5300,"22-29"
"5062",2021-09-07,780,5300,"all ages 50+"
"5063",2021-09-07,889,5300,"40-49"
"5064",2021-09-07,443,5300,"21 and under"
"5065",2020-09-08,416,2887,"all ages 50+"
"5066",2020-09-08,832,2887,"22-29"
"5067",2020-09-08,869,2887,"30-39"
"5068",2020-09-08,484,2887,"40-49"
"5069",2020-09-08,286,2887,"21 and under"
"5070",2022-09-13,1586,5614,"22-29"
"5071",2022-09-13,1746,5614,"30-39"
"5072",2022-09-13,518,5614,"21 and under"
"5073",2022-09-13,995,5614,"40-49"
"5074",2022-09-13,769,5614,"all ages 50+"
"5075",2021-09-14,1690,5326,"30-39"
"5076",2021-09-14,440,5326,"21 and under"
"5077",2021-09-14,1498,5326,"22-29"
"5078",2021-09-14,787,5326,"all ages 50+"
"5079",2021-09-14,902,5326,"40-49"
"5080",2020-09-15,436,2971,"all ages 50+"
"5081",2020-09-15,849,2971,"22-29"
"5082",2020-09-15,893,2971,"30-39"
"5083",2020-09-15,296,2971,"21 and under"
"5084",2020-09-15,496,2971,"40-49"
"5085",2022-09-20,1622,5615,"22-29"
"5086",2022-09-20,1734,5615,"30-39"
"5087",2022-09-20,511,5615,"21 and under"
"5088",2022-09-20,981,5615,"40-49"
"5089",2022-09-20,765,5615,"all ages 50+"
"5090",2021-09-21,1641,5174,"30-39"
"5091",2021-09-21,443,5174,"21 and under"
"5092",2021-09-21,1462,5174,"22-29"
"5093",2021-09-21,754,5174,"all ages 50+"
"5094",2021-09-21,868,5174,"40-49"
"5095",2020-09-22,881,3033,"22-29"
"5096",2020-09-22,912,3033,"30-39"
"5097",2020-09-22,450,3033,"all ages 50+"
"5098",2020-09-22,289,3033,"21 and under"
"5099",2020-09-22,501,3033,"40-49"
"5100",2022-09-27,1724,5584,"30-39"
"5101",2022-09-27,1608,5584,"22-29"
"5102",2022-09-27,515,5584,"21 and under"
"5103",2022-09-27,980,5584,"40-49"
"5104",2022-09-27,757,5584,"all ages 50+"
"5105",2021-09-28,1589,4984,"30-39"
"5106",2021-09-28,437,4984,"21 and under"
"5107",2021-09-28,1424,4984,"22-29"
"5108",2021-09-28,715,4984,"all ages 50+"
"5109",2021-09-28,814,4984,"40-49"
"5110",2020-09-29,891,3102,"22-29"
"5111",2020-09-29,938,3102,"30-39"
"5112",2020-09-29,304,3102,"21 and under"
"5113",2020-09-29,457,3102,"all ages 50+"
"5114",2020-09-29,511,3102,"40-49"
"5115",2020-04-01,725,2648,"22-29"
"5116",2020-04-01,409,2648,"all ages 50+"
"5117",2020-04-01,813,2648,"30-39"
"5118",2020-04-01,468,2648,"40-49"
"5119",2020-04-01,233,2648,"21 and under"
"5120",2022-04-06,1459,5044,"22-29"
"5121",2022-04-06,875,5044,"40-49"
"5122",2022-04-06,1550,5044,"30-39"
"5123",2022-04-06,659,5044,"all ages 50+"
"5124",2022-04-06,495,5044,"21 and under"
"5125",2021-04-07,1501,4711,"30-39"
"5126",2021-04-07,399,4711,"21 and under"
"5127",2021-04-07,1277,4711,"22-29"
"5128",2021-04-07,816,4711,"40-49"
"5129",2021-04-07,716,4711,"all ages 50+"
"5130",2020-04-08,345,2452,"all ages 50+"
"5131",2020-04-08,413,2452,"40-49"
"5132",2020-04-08,224,2452,"21 and under"
"5133",2020-04-08,713,2452,"22-29"
"5134",2020-04-08,757,2452,"30-39"
"5135",2022-04-13,1477,5064,"22-29"
"5136",2022-04-13,1554,5064,"30-39"
"5137",2022-04-13,487,5064,"21 and under"
"5138",2022-04-13,880,5064,"40-49"
"5139",2022-04-13,662,5064,"all ages 50+"
"5140",2021-04-14,1491,4700,"30-39"
"5141",2021-04-14,381,4700,"21 and under"
"5142",2021-04-14,1290,4700,"22-29"
"5143",2021-04-14,819,4700,"40-49"
"5144",2021-04-14,716,4700,"all ages 50+"
"5145",2020-04-15,657,2249,"22-29"
"5146",2020-04-15,701,2249,"30-39"
"5147",2020-04-15,304,2249,"all ages 50+"
"5148",2020-04-15,218,2249,"21 and under"
"5149",2020-04-15,369,2249,"40-49"
"5150",2022-04-20,1496,5030,"22-29"
"5151",2022-04-20,1546,5030,"30-39"
"5152",2022-04-20,479,5030,"21 and under"
"5153",2022-04-20,854,5030,"40-49"
"5154",2022-04-20,651,5030,"all ages 50+"
"5155",2021-04-21,1481,4697,"30-39"
"5156",2021-04-21,832,4697,"40-49"
"5157",2021-04-21,1282,4697,"22-29"
"5158",2021-04-21,383,4697,"21 and under"
"5159",2021-04-21,714,4697,"all ages 50+"
"5160",2020-04-22,262,2147,"all ages 50+"
"5161",2020-04-22,670,2147,"30-39"
"5162",2020-04-22,361,2147,"40-49"
"5163",2020-04-22,214,2147,"21 and under"
"5164",2020-04-22,640,2147,"22-29"
"5165",2022-04-27,1496,5018,"22-29"
"5166",2022-04-27,1519,5018,"30-39"
"5167",2022-04-27,474,5018,"21 and under"
"5168",2022-04-27,854,5018,"40-49"
"5169",2022-04-27,669,5018,"all ages 50+"
"5170",2021-04-28,1496,4717,"30-39"
"5171",2021-04-28,379,4717,"21 and under"
"5172",2021-04-28,1289,4717,"22-29"
"5173",2021-04-28,831,4717,"40-49"
"5174",2021-04-28,720,4717,"all ages 50+"
"5175",2020-04-29,630,2106,"22-29"
"5176",2020-04-29,658,2106,"30-39"
"5177",2020-04-29,260,2106,"all ages 50+"
"5178",2020-04-29,350,2106,"40-49"
"5179",2020-04-29,208,2106,"21 and under"
"5180",2022-08-03,1573,5351,"22-29"
"5181",2022-08-03,1637,5351,"30-39"
"5182",2022-08-03,688,5351,"all ages 50+"
"5183",2022-08-03,961,5351,"40-49"
"5184",2022-08-03,491,5351,"21 and under"
"5185",2021-08-04,757,5073,"all ages 50+"
"5186",2021-08-04,1651,5073,"30-39"
"5187",2021-08-04,1385,5073,"22-29"
"5188",2021-08-04,405,5073,"21 and under"
"5189",2021-08-04,863,5073,"40-49"
"5190",2020-08-05,777,2549,"30-39"
"5191",2020-08-05,361,2549,"all ages 50+"
"5192",2020-08-05,435,2549,"40-49"
"5193",2020-08-05,725,2549,"22-29"
"5194",2020-08-05,249,2549,"21 and under"
"5195",2022-08-10,1578,5390,"22-29"
"5196",2022-08-10,1655,5390,"30-39"
"5197",2022-08-10,965,5390,"40-49"
"5198",2022-08-10,488,5390,"21 and under"
"5199",2022-08-10,703,5390,"all ages 50+"
"5200",2021-08-11,1653,5100,"30-39"
"5201",2021-08-11,767,5100,"all ages 50+"
"5202",2021-08-11,402,5100,"21 and under"
"5203",2021-08-11,1404,5100,"22-29"
"5204",2021-08-11,867,5100,"40-49"
"5205",2020-08-12,791,2600,"30-39"
"5206",2020-08-12,371,2600,"all ages 50+"
"5207",2020-08-12,442,2600,"40-49"
"5208",2020-08-12,744,2600,"22-29"
"5209",2020-08-12,251,2600,"21 and under"
"5210",2022-08-17,1561,5386,"22-29"
"5211",2022-08-17,1664,5386,"30-39"
"5212",2022-08-17,965,5386,"40-49"
"5213",2022-08-17,482,5386,"21 and under"
"5214",2022-08-17,713,5386,"all ages 50+"
"5215",2021-08-18,1677,5198,"30-39"
"5216",2021-08-18,415,5198,"21 and under"
"5217",2021-08-18,1439,5198,"22-29"
"5218",2021-08-18,777,5198,"all ages 50+"
"5219",2021-08-18,881,5198,"40-49"
"5220",2020-08-19,378,2673,"all ages 50+"
"5221",2020-08-19,816,2673,"30-39"
"5222",2020-08-19,462,2673,"40-49"
"5223",2020-08-19,749,2673,"22-29"
"5224",2020-08-19,268,2673,"21 and under"
"5225",2022-08-24,1552,5388,"22-29"
"5226",2022-08-24,1676,5388,"30-39"
"5227",2022-08-24,952,5388,"40-49"
"5228",2022-08-24,494,5388,"21 and under"
