"","date_","n_per_day_age_date","n_per_day_date","age_var"
"1873",2022-12-17,733,5651,"all ages 50+"
"1874",2022-12-17,1019,5651,"40-49"
"1875",2022-12-17,523,5651,"21 and under"
"1876",2021-12-18,1358,4748,"22-29"
"1877",2021-12-18,1475,4748,"30-39"
"1878",2021-12-18,453,4748,"21 and under"
"1879",2021-12-18,788,4748,"40-49"
"1880",2021-12-18,670,4748,"all ages 50+"
"1881",2020-12-19,1067,3790,"22-29"
"1882",2020-12-19,1191,3790,"30-39"
"1883",2020-12-19,326,3790,"21 and under"
"1884",2020-12-19,580,3790,"all ages 50+"
"1885",2020-12-19,625,3790,"40-49"
"1886",2019-12-21,601,2311,"22-29"
"1887",2019-12-21,440,2311,"all ages 50+"
"1888",2019-12-21,678,2311,"30-39"
"1889",2019-12-21,180,2311,"21 and under"
"1890",2019-12-21,412,2311,"40-49"
"1891",2022-12-24,714,5512,"all ages 50+"
"1892",2022-12-24,1734,5512,"30-39"
"1893",2022-12-24,1548,5512,"22-29"
"1894",2022-12-24,1001,5512,"40-49"
"1895",2022-12-24,514,5512,"21 and under"
"1896",2021-12-25,1347,4745,"22-29"
"1897",2021-12-25,1485,4745,"30-39"
"1898",2021-12-25,794,4745,"40-49"
"1899",2021-12-25,659,4745,"all ages 50+"
"1900",2021-12-25,456,4745,"21 and under"
"1901",2020-12-26,1060,3784,"22-29"
"1902",2020-12-26,1191,3784,"30-39"
"1903",2020-12-26,326,3784,"21 and under"
"1904",2020-12-26,578,3784,"all ages 50+"
"1905",2020-12-26,628,3784,"40-49"
"1906",2019-12-28,653,2255,"30-39"
"1907",2019-12-28,592,2255,"22-29"
"1908",2019-12-28,403,2255,"40-49"
"1909",2019-12-28,427,2255,"all ages 50+"
"1910",2019-12-28,179,2255,"21 and under"
"1911",2022-12-31,1730,5495,"30-39"
"1912",2022-12-31,1542,5495,"22-29"
"1913",2022-12-31,722,5495,"all ages 50+"
"1914",2022-12-31,993,5495,"40-49"
"1915",2022-12-31,506,5495,"21 and under"
"1916",2020-02-01,794,2707,"30-39"
"1917",2020-02-01,701,2707,"22-29"
"1918",2020-02-01,477,2707,"40-49"
"1919",2020-02-01,512,2707,"all ages 50+"
"1920",2020-02-01,219,2707,"21 and under"
"1921",2023-02-04,1808,5758,"30-39"
"1922",2023-02-04,1576,5758,"22-29"
"1923",2023-02-04,544,5758,"21 and under"
"1924",2023-02-04,1057,5758,"40-49"
"1925",2023-02-04,771,5758,"all ages 50+"
"1926",2021-02-06,1168,4240,"22-29"
"1927",2021-02-06,1343,4240,"30-39"
"1928",2021-02-06,359,4240,"21 and under"
"1929",2021-02-06,667,4240,"all ages 50+"
"1930",2021-02-06,703,4240,"40-49"
"1931",2020-02-08,814,2790,"30-39"
"1932",2020-02-08,742,2790,"22-29"
"1933",2020-02-08,488,2790,"40-49"
"1934",2020-02-08,511,2790,"all ages 50+"
"1935",2020-02-08,233,2790,"21 and under"
"1936",2023-02-11,1809,5771,"30-39"
"1937",2023-02-11,1572,5771,"22-29"
"1938",2023-02-11,548,5771,"21 and under"
"1939",2023-02-11,773,5771,"all ages 50+"
"1940",2023-02-11,1067,5771,"40-49"
"1941",2022-02-12,1479,5007,"22-29"
"1942",2022-02-12,658,5007,"all ages 50+"
"1943",2022-02-12,470,5007,"21 and under"
"1944",2022-02-12,1532,5007,"30-39"
"1945",2022-02-12,863,5007,"40-49"
"1946",2021-02-13,717,4280,"40-49"
"1947",2021-02-13,1182,4280,"22-29"
"1948",2021-02-13,361,4280,"21 and under"
"1949",2021-02-13,1356,4280,"30-39"
"1950",2021-02-13,664,4280,"all ages 50+"
"1951",2020-02-15,745,2846,"22-29"
"1952",2020-02-15,506,2846,"40-49"
"1953",2020-02-15,510,2846,"all ages 50+"
"1954",2020-02-15,847,2846,"30-39"
"1955",2020-02-15,235,2846,"21 and under"
"1956",2022-02-19,1495,5076,"22-29"
"1957",2022-02-19,685,5076,"all ages 50+"
"1958",2022-02-19,472,5076,"21 and under"
"1959",2022-02-19,876,5076,"40-49"
"1960",2022-02-19,1544,5076,"30-39"
"1961",2021-02-20,677,4392,"all ages 50+"
"1962",2021-02-20,1400,4392,"30-39"
"1963",2021-02-20,729,4392,"40-49"
"1964",2021-02-20,1204,4392,"22-29"
"1965",2021-02-20,382,4392,"21 and under"
"1966",2020-02-22,779,2957,"22-29"
"1967",2020-02-22,881,2957,"30-39"
"1968",2020-02-22,539,2957,"all ages 50+"
"1969",2020-02-22,509,2957,"40-49"
"1970",2020-02-22,248,2957,"21 and under"
"1971",2022-02-26,1506,5141,"22-29"
"1972",2022-02-26,888,5141,"40-49"
"1973",2022-02-26,691,5141,"all ages 50+"
"1974",2022-02-26,1563,5141,"30-39"
"1975",2022-02-26,489,5141,"21 and under"
"1976",2021-02-27,1421,4442,"30-39"
"1977",2021-02-27,671,4442,"all ages 50+"
"1978",2021-02-27,385,4442,"21 and under"
"1979",2021-02-27,1228,4442,"22-29"
"1980",2021-02-27,737,4442,"40-49"
"1981",2020-02-29,904,3044,"30-39"
"1982",2020-02-29,525,3044,"40-49"
"1983",2020-02-29,787,3044,"22-29"
"1984",2020-02-29,559,3044,"all ages 50+"
"1985",2020-02-29,265,3044,"21 and under"
"1986",2022-01-01,1352,4717,"22-29"
"1987",2022-01-01,1466,4717,"30-39"
"1988",2022-01-01,449,4717,"21 and under"
"1989",2022-01-01,799,4717,"40-49"
"1990",2022-01-01,648,4717,"all ages 50+"
"1991",2021-01-02,1075,3859,"22-29"
"1992",2021-01-02,1217,3859,"30-39"
"1993",2021-01-02,640,3859,"40-49"
"1994",2021-01-02,336,3859,"21 and under"
"1995",2021-01-02,591,3859,"all ages 50+"
"1996",2020-01-04,647,2257,"30-39"
"1997",2020-01-04,599,2257,"22-29"
"1998",2020-01-04,408,2257,"40-49"
"1999",2020-01-04,431,2257,"all ages 50+"
"2000",2020-01-04,170,2257,"21 and under"
"2001",2023-01-07,1763,5620,"30-39"
"2002",2023-01-07,1574,5620,"22-29"
"2003",2023-01-07,742,5620,"all ages 50+"
"2004",2023-01-07,1018,5620,"40-49"
"2005",2023-01-07,521,5620,"21 and under"
"2006",2022-01-08,1381,4804,"22-29"
"2007",2022-01-08,1495,4804,"30-39"
"2008",2022-01-08,455,4804,"21 and under"
"2009",2022-01-08,807,4804,"40-49"
"2010",2022-01-08,663,4804,"all ages 50+"
"2011",2021-01-09,1114,3964,"22-29"
"2012",2021-01-09,1257,3964,"30-39"
"2013",2021-01-09,652,3964,"40-49"
"2014",2021-01-09,337,3964,"21 and under"
"2015",2021-01-09,603,3964,"all ages 50+"
"2016",2020-01-11,702,2433,"30-39"
"2017",2020-01-11,651,2433,"22-29"
"2018",2020-01-11,421,2433,"40-49"
"2019",2020-01-11,463,2433,"all ages 50+"
"2020",2020-01-11,193,2433,"21 and under"
"2021",2023-01-14,1783,5684,"30-39"
"2022",2023-01-14,1596,5684,"22-29"
"2023",2023-01-14,1018,5684,"40-49"
"2024",2023-01-14,529,5684,"21 and under"
"2025",2023-01-14,753,5684,"all ages 50+"
"2026",2021-01-16,1139,4055,"22-29"
"2027",2021-01-16,1289,4055,"30-39"
"2028",2021-01-16,657,4055,"40-49"
"2029",2021-01-16,355,4055,"21 and under"
"2030",2021-01-16,615,4055,"all ages 50+"
"2031",2020-01-18,201,2513,"21 and under"
"2032",2020-01-18,732,2513,"30-39"
"2033",2020-01-18,656,2513,"22-29"
"2034",2020-01-18,478,2513,"all ages 50+"
"2035",2020-01-18,445,2513,"40-49"
"2036",2023-01-21,1779,5742,"30-39"
"2037",2023-01-21,1601,5742,"22-29"
"2038",2023-01-21,1044,5742,"40-49"
"2039",2023-01-21,544,5742,"21 and under"
"2040",2023-01-21,771,5742,"all ages 50+"
"2041",2021-01-23,1146,4124,"22-29"
"2042",2021-01-23,1316,4124,"30-39"
"2043",2021-01-23,679,4124,"40-49"
"2044",2021-01-23,346,4124,"21 and under"
"2045",2021-01-23,636,4124,"all ages 50+"
"2046",2020-01-25,767,2637,"30-39"
"2047",2020-01-25,689,2637,"22-29"
"2048",2020-01-25,457,2637,"40-49"
"2049",2020-01-25,509,2637,"all ages 50+"
"2050",2020-01-25,213,2637,"21 and under"
"2051",2023-01-28,1811,5772,"30-39"
"2052",2023-01-28,1580,5772,"22-29"
"2053",2023-01-28,1053,5772,"40-49"
"2054",2023-01-28,767,5772,"all ages 50+"
"2055",2023-01-28,559,5772,"21 and under"
"2056",2021-01-30,1160,4218,"22-29"
"2057",2021-01-30,1342,4218,"30-39"
"2058",2021-01-30,703,4218,"40-49"
"2059",2021-01-30,355,4218,"21 and under"
"2060",2021-01-30,657,4218,"all ages 50+"
"2061",2022-07-02,1530,5245,"22-29"
"2062",2022-07-02,1634,5245,"30-39"
"2063",2022-07-02,642,5245,"all ages 50+"
"2064",2022-07-02,939,5245,"40-49"
"2065",2022-07-02,499,5245,"21 and under"
"2066",2021-07-03,1572,4961,"30-39"
"2067",2021-07-03,863,4961,"40-49"
"2068",2021-07-03,414,4961,"21 and under"
"2069",2021-07-03,745,4961,"all ages 50+"
"2070",2021-07-03,1361,4961,"22-29"
"2071",2020-07-04,749,2383,"30-39"
"2072",2020-07-04,318,2383,"all ages 50+"
"2073",2020-07-04,406,2383,"40-49"
"2074",2020-07-04,686,2383,"22-29"
"2075",2020-07-04,223,2383,"21 and under"
"2076",2022-07-09,1537,5297,"22-29"
"2077",2022-07-09,1639,5297,"30-39"
"2078",2022-07-09,650,5297,"all ages 50+"
"2079",2022-07-09,975,5297,"40-49"
"2080",2022-07-09,496,5297,"21 and under"
"2081",2021-07-10,1596,4998,"30-39"
"2082",2021-07-10,406,4998,"21 and under"
"2083",2021-07-10,860,4998,"40-49"
"2084",2021-07-10,1373,4998,"22-29"
"2085",2021-07-10,753,4998,"all ages 50+"
"2086",2020-07-11,762,2414,"30-39"
"2087",2020-07-11,693,2414,"22-29"
"2088",2020-07-11,325,2414,"all ages 50+"
"2089",2020-07-11,418,2414,"40-49"
"2090",2020-07-11,215,2414,"21 and under"
"2091",2022-07-16,1544,5298,"22-29"
"2092",2022-07-16,1643,5298,"30-39"
"2093",2022-07-16,493,5298,"21 and under"
"2094",2022-07-16,659,5298,"all ages 50+"
"2095",2022-07-16,958,5298,"40-49"
"2096",2021-07-17,1595,4991,"30-39"
"2097",2021-07-17,1379,4991,"22-29"
"2098",2021-07-17,743,4991,"all ages 50+"
"2099",2021-07-17,401,4991,"21 and under"
"2100",2021-07-17,861,4991,"40-49"
"2101",2020-07-18,743,2421,"30-39"
"2102",2020-07-18,334,2421,"all ages 50+"
"2103",2020-07-18,420,2421,"40-49"
"2104",2020-07-18,703,2421,"22-29"
"2105",2020-07-18,221,2421,"21 and under"
"2106",2022-07-23,1554,5333,"22-29"
"2107",2022-07-23,1645,5333,"30-39"
"2108",2022-07-23,977,5333,"40-49"
"2109",2022-07-23,663,5333,"all ages 50+"
"2110",2022-07-23,493,5333,"21 and under"
"2111",2021-07-24,1635,5066,"30-39"
"2112",2021-07-24,764,5066,"all ages 50+"
"2113",2021-07-24,397,5066,"21 and under"
"2114",2021-07-24,858,5066,"40-49"
"2115",2021-07-24,1401,5066,"22-29"
"2116",2020-07-25,762,2471,"30-39"
"2117",2020-07-25,705,2471,"22-29"
"2118",2020-07-25,232,2471,"21 and under"
"2119",2020-07-25,435,2471,"40-49"
"2120",2020-07-25,337,2471,"all ages 50+"
"2121",2022-07-30,1573,5371,"22-29"
"2122",2022-07-30,1638,5371,"30-39"
"2123",2022-07-30,974,5371,"40-49"
"2124",2022-07-30,683,5371,"all ages 50+"
"2125",2022-07-30,497,5371,"21 and under"
"2126",2021-07-31,754,5049,"all ages 50+"
"2127",2021-07-31,1633,5049,"30-39"
"2128",2021-07-31,1384,5049,"22-29"
"2129",2021-07-31,403,5049,"21 and under"
"2130",2021-07-31,863,5049,"40-49"
"2131",2022-06-04,1507,5105,"22-29"
"2132",2022-06-04,1586,5105,"30-39"
"2133",2022-06-04,492,5105,"21 and under"
"2134",2022-06-04,892,5105,"40-49"
"2135",2022-06-04,627,5105,"all ages 50+"
"2136",2021-06-05,829,4796,"40-49"
"2137",2021-06-05,1537,4796,"30-39"
"2138",2021-06-05,1305,4796,"22-29"
"2139",2021-06-05,387,4796,"21 and under"
"2140",2021-06-05,731,4796,"all ages 50+"
"2141",2020-06-06,726,2374,"30-39"
"2142",2020-06-06,389,2374,"40-49"
"2143",2020-06-06,328,2374,"all ages 50+"
"2144",2020-06-06,226,2374,"21 and under"
"2145",2020-06-06,705,2374,"22-29"
"2146",2022-06-11,1519,5159,"22-29"
"2147",2022-06-11,1613,5159,"30-39"
"2148",2022-06-11,496,5159,"21 and under"
"2149",2022-06-11,894,5159,"40-49"
"2150",2022-06-11,636,5159,"all ages 50+"
"2151",2021-06-12,1558,4852,"30-39"
"2152",2021-06-12,833,4852,"40-49"
"2153",2021-06-12,394,4852,"21 and under"
"2154",2021-06-12,1321,4852,"22-29"
"2155",2021-06-12,742,4852,"all ages 50+"
"2156",2020-06-13,739,2369,"30-39"
"2157",2020-06-13,385,2369,"40-49"
"2158",2020-06-13,322,2369,"all ages 50+"
"2159",2020-06-13,692,2369,"22-29"
"2160",2020-06-13,229,2369,"21 and under"
"2161",2022-06-18,1517,5212,"22-29"
"2162",2022-06-18,920,5212,"40-49"
"2163",2022-06-18,1621,5212,"30-39"
"2164",2022-06-18,503,5212,"21 and under"
"2165",2022-06-18,650,5212,"all ages 50+"
"2166",2021-06-19,847,4888,"40-49"
"2167",2021-06-19,1557,4888,"30-39"
"2168",2021-06-19,1346,4888,"22-29"
"2169",2021-06-19,399,4888,"21 and under"
"2170",2021-06-19,733,4888,"all ages 50+"
"2171",2020-06-20,741,2365,"30-39"
"2172",2020-06-20,315,2365,"all ages 50+"
"2173",2020-06-20,395,2365,"40-49"
"2174",2020-06-20,692,2365,"22-29"
"2175",2020-06-20,221,2365,"21 and under"
"2176",2022-06-25,1533,5269,"22-29"
"2177",2022-06-25,947,5269,"40-49"
"2178",2022-06-25,1636,5269,"30-39"
"2179",2022-06-25,652,5269,"all ages 50+"
"2180",2022-06-25,500,5269,"21 and under"
"2181",2021-06-26,1585,4962,"30-39"
"2182",2021-06-26,744,4962,"all ages 50+"
"2183",2021-06-26,408,4962,"21 and under"
"2184",2021-06-26,861,4962,"40-49"
"2185",2021-06-26,1355,4962,"22-29"
"2186",2020-06-27,748,2385,"30-39"
"2187",2020-06-27,403,2385,"40-49"
"2188",2020-06-27,687,2385,"22-29"
"2189",2020-06-27,318,2385,"all ages 50+"
"2190",2020-06-27,229,2385,"21 and under"
"2191",2022-03-05,1495,5146,"22-29"
"2192",2022-03-05,892,5146,"40-49"
"2193",2022-03-05,696,5146,"all ages 50+"
"2194",2022-03-05,1563,5146,"30-39"
"2195",2022-03-05,496,5146,"21 and under"
"2196",2021-03-06,1418,4491,"30-39"
"2197",2021-03-06,400,4491,"21 and under"
"2198",2021-03-06,1254,4491,"22-29"
"2199",2021-03-06,744,4491,"40-49"
"2200",2021-03-06,673,4491,"all ages 50+"
"2201",2020-03-07,812,3141,"22-29"
"2202",2020-03-07,932,3141,"30-39"
"2203",2020-03-07,583,3141,"all ages 50+"
"2204",2020-03-07,551,3141,"40-49"
"2205",2020-03-07,261,3141,"21 and under"
"2206",2022-03-12,1482,5122,"22-29"
"2207",2022-03-12,1560,5122,"30-39"
"2208",2022-03-12,701,5122,"all ages 50+"
"2209",2022-03-12,496,5122,"21 and under"
"2210",2022-03-12,880,5122,"40-49"
"2211",2021-03-13,1467,4569,"30-39"
"2212",2021-03-13,399,4569,"21 and under"
"2213",2021-03-13,1249,4569,"22-29"
"2214",2021-03-13,769,4569,"40-49"
"2215",2021-03-13,684,4569,"all ages 50+"
"2216",2020-03-14,946,3183,"30-39"
"2217",2020-03-14,551,3183,"40-49"
"2218",2020-03-14,830,3183,"22-29"
"2219",2020-03-14,584,3183,"all ages 50+"
"2220",2020-03-14,269,3183,"21 and under"
"2221",2022-03-19,1463,5102,"22-29"
"2222",2022-03-19,1558,5102,"30-39"
"2223",2022-03-19,498,5102,"21 and under"
"2224",2022-03-19,692,5102,"all ages 50+"
"2225",2022-03-19,886,5102,"40-49"
"2226",2021-03-20,1481,4622,"30-39"
"2227",2021-03-20,409,4622,"21 and under"
"2228",2021-03-20,1259,4622,"22-29"
"2229",2021-03-20,680,4622,"all ages 50+"
"2230",2021-03-20,792,4622,"40-49"
"2231",2020-03-21,951,3216,"30-39"
"2232",2020-03-21,578,3216,"all ages 50+"
"2233",2020-03-21,850,3216,"22-29"
"2234",2020-03-21,568,3216,"40-49"
"2235",2020-03-21,268,3216,"21 and under"
"2236",2022-03-26,1459,5073,"22-29"
"2237",2022-03-26,690,5073,"all ages 50+"
"2238",2022-03-26,1550,5073,"30-39"
"2239",2022-03-26,877,5073,"40-49"
"2240",2022-03-26,491,5073,"21 and under"
"2241",2021-03-27,1512,4718,"30-39"
"2242",2021-03-27,411,4718,"21 and under"
"2243",2021-03-27,1276,4718,"22-29"
"2244",2021-03-27,802,4718,"40-49"
"2245",2021-03-27,712,4718,"all ages 50+"
"2246",2020-03-28,766,2873,"22-29"
"2247",2020-03-28,504,2873,"all ages 50+"
"2248",2020-03-28,857,2873,"30-39"
"2249",2020-03-28,511,2873,"40-49"
"2250",2020-03-28,235,2873,"21 and under"
"2251",2021-05-01,1496,4717,"30-39"
"2252",2021-05-01,831,4717,"40-49"
"2253",2021-05-01,1289,4717,"22-29"
"2254",2021-05-01,379,4717,"21 and under"
"2255",2021-05-01,720,4717,"all ages 50+"
"2256",2020-05-02,634,2137,"22-29"
"2257",2020-05-02,275,2137,"all ages 50+"
"2258",2020-05-02,220,2137,"21 and under"
"2259",2020-05-02,658,2137,"30-39"
"2260",2020-05-02,350,2137,"40-49"
"2261",2022-05-07,1479,5007,"22-29"
"2262",2022-05-07,1537,5007,"30-39"
"2263",2022-05-07,469,5007,"21 and under"
"2264",2022-05-07,865,5007,"40-49"
"2265",2022-05-07,653,5007,"all ages 50+"
"2266",2021-05-08,1492,4676,"30-39"
"2267",2021-05-08,375,4676,"21 and under"
"2268",2021-05-08,1287,4676,"22-29"
"2269",2021-05-08,818,4676,"40-49"
"2270",2021-05-08,701,4676,"all ages 50+"
"2271",2020-05-09,667,2209,"22-29"
"2272",2020-05-09,682,2209,"30-39"
"2273",2020-05-09,216,2209,"21 and under"
"2274",2020-05-09,279,2209,"all ages 50+"
"2275",2020-05-09,365,2209,"40-49"
"2276",2022-05-14,1507,5051,"22-29"
"2277",2022-05-14,1557,5051,"30-39"
"2278",2022-05-14,859,5051,"40-49"
"2279",2022-05-14,473,5051,"21 and under"
"2280",2022-05-14,651,5051,"all ages 50+"
"2281",2021-05-15,1493,4686,"30-39"
"2282",2021-05-15,833,4686,"40-49"
"2283",2021-05-15,1277,4686,"22-29"
"2284",2021-05-15,372,4686,"21 and under"
"2285",2021-05-15,709,4686,"all ages 50+"
"2286",2020-05-16,706,2240,"30-39"
"2287",2020-05-16,362,2240,"40-49"
"2288",2020-05-16,290,2240,"all ages 50+"
"2289",2020-05-16,217,2240,"21 and under"
"2290",2020-05-16,665,2240,"22-29"
"2291",2022-05-21,1510,5065,"22-29"
"2292",2022-05-21,1558,5065,"30-39"
"2293",2022-05-21,867,5065,"40-49"
"2294",2022-05-21,486,5065,"21 and under"
"2295",2022-05-21,643,5065,"all ages 50+"
"2296",2021-05-22,1502,4700,"30-39"
"2297",2021-05-22,1279,4700,"22-29"
"2298",2021-05-22,832,4700,"40-49"
"2299",2021-05-22,378,4700,"21 and under"
"2300",2021-05-22,705,4700,"all ages 50+"
"2301",2020-05-23,677,2296,"22-29"
"2302",2020-05-23,311,2296,"all ages 50+"
"2303",2020-05-23,720,2296,"30-39"
"2304",2020-05-23,212,2296,"21 and under"
"2305",2020-05-23,375,2296,"40-49"
"2306",2022-05-28,1523,5080,"22-29"
"2307",2022-05-28,1571,5080,"30-39"
"2308",2022-05-28,479,5080,"21 and under"
"2309",2022-05-28,872,5080,"40-49"
"2310",2022-05-28,633,5080,"all ages 50+"
"2311",2021-05-29,832,4766,"40-49"
"2312",2021-05-29,1531,4766,"30-39"
"2313",2021-05-29,1287,4766,"22-29"
"2314",2021-05-29,389,4766,"21 and under"
"2315",2021-05-29,724,4766,"all ages 50+"
"2316",2020-05-30,734,2357,"30-39"
"2317",2020-05-30,394,2357,"40-49"
"2318",2020-05-30,211,2357,"21 and under"
"2319",2020-05-30,318,2357,"all ages 50+"
"2320",2020-05-30,700,2357,"22-29"
"2321",2019-11-02,333,1303,"22-29"
"2322",2019-11-02,242,1303,"40-49"
"2323",2019-11-02,101,1303,"21 and under"
"2324",2019-11-02,387,1303,"30-39"
"2325",2019-11-02,238,1303,"all ages 50+"
"2326",2022-11-05,1747,5636,"30-39"
"2327",2022-11-05,1588,5636,"22-29"
"2328",2022-11-05,521,5636,"21 and under"
"2329",2022-11-05,1019,5636,"40-49"
"2330",2022-11-05,757,5636,"all ages 50+"
"2331",2021-11-06,785,4760,"40-49"
"2332",2021-11-06,690,4760,"all ages 50+"
"2333",2021-11-06,1493,4760,"30-39"
"2334",2021-11-06,415,4760,"21 and under"
"2335",2021-11-06,1370,4760,"22-29"
"2336",2020-11-07,1034,3478,"30-39"
"2337",2020-11-07,1006,3478,"22-29"
"2338",2020-11-07,320,3478,"21 and under"
"2339",2020-11-07,521,3478,"all ages 50+"
"2340",2020-11-07,596,3478,"40-49"
"2341",2019-11-09,396,1507,"22-29"
"2342",2019-11-09,446,1507,"30-39"
"2343",2019-11-09,263,1507,"40-49"
"2344",2019-11-09,129,1507,"21 and under"
"2345",2019-11-09,272,1507,"all ages 50+"
"2346",2022-11-12,1764,5648,"30-39"
"2347",2022-11-12,1584,5648,"22-29"
"2348",2022-11-12,1020,5648,"40-49"
"2349",2022-11-12,523,5648,"21 and under"
"2350",2022-11-12,755,5648,"all ages 50+"
"2351",2021-11-13,785,4760,"40-49"
"2352",2021-11-13,690,4760,"all ages 50+"
"2353",2021-11-13,1493,4760,"30-39"
"2354",2021-11-13,415,4760,"21 and under"
"2355",2021-11-13,1370,4760,"22-29"
"2356",2020-11-14,535,3543,"all ages 50+"
"2357",2020-11-14,1058,3543,"30-39"
"2358",2020-11-14,1014,3543,"22-29"
"2359",2020-11-14,334,3543,"21 and under"
"2360",2020-11-14,602,3543,"40-49"
"2361",2019-11-16,448,1731,"22-29"
"2362",2019-11-16,538,1731,"30-39"
"2363",2019-11-16,312,1731,"40-49"
"2364",2019-11-16,131,1731,"21 and under"
"2365",2019-11-16,302,1731,"all ages 50+"
"2366",2022-11-19,1749,5670,"30-39"
"2367",2022-11-19,1607,5670,"22-29"
"2368",2022-11-19,765,5670,"all ages 50+"
"2369",2022-11-19,520,5670,"21 and under"
"2370",2022-11-19,1029,5670,"40-49"
"2371",2021-11-20,1382,4769,"22-29"
"2372",2021-11-20,427,4769,"21 and under"
"2373",2021-11-20,1470,4769,"30-39"
"2374",2021-11-20,789,4769,"40-49"
"2375",2021-11-20,697,4769,"all ages 50+"
"2376",2020-11-21,1073,3592,"30-39"
"2377",2020-11-21,546,3592,"all ages 50+"
"2378",2020-11-21,329,3592,"21 and under"
"2379",2020-11-21,1034,3592,"22-29"
"2380",2020-11-21,608,3592,"40-49"
"2381",2019-11-23,497,1913,"22-29"
"2382",2019-11-23,582,1913,"30-39"
"2383",2019-11-23,338,1913,"40-49"
"2384",2019-11-23,157,1913,"21 and under"
"2385",2019-11-23,339,1913,"all ages 50+"
"2386",2022-11-26,1748,5636,"30-39"
"2387",2022-11-26,1586,5636,"22-29"
"2388",2022-11-26,759,5636,"all ages 50+"
"2389",2022-11-26,517,5636,"21 and under"
"2390",2022-11-26,1026,5636,"40-49"
"2391",2021-11-27,1385,4736,"22-29"
"2392",2021-11-27,1461,4736,"30-39"
"2393",2021-11-27,433,4736,"21 and under"
"2394",2021-11-27,683,4736,"all ages 50+"
"2395",2021-11-27,769,4736,"40-49"
"2396",2020-11-28,328,3653,"21 and under"
"2397",2020-11-28,1103,3653,"30-39"
"2398",2020-11-28,556,3653,"all ages 50+"
"2399",2020-11-28,614,3653,"40-49"
"2400",2020-11-28,1052,3653,"22-29"
"2401",2019-11-30,524,2081,"22-29"
"2402",2019-11-30,641,2081,"30-39"
"2403",2019-11-30,368,2081,"40-49"
"2404",2019-11-30,166,2081,"21 and under"
"2405",2019-11-30,380,2081,"all ages 50+"
"2406",2022-10-01,982,5576,"40-49"
"2407",2022-10-01,1717,5576,"30-39"
"2408",2022-10-01,1594,5576,"22-29"
"2409",2022-10-01,520,5576,"21 and under"
"2410",2022-10-01,762,5576,"all ages 50+"
"2411",2021-10-02,1563,4897,"30-39"
"2412",2021-10-02,424,4897,"21 and under"
"2413",2021-10-02,1398,4897,"22-29"
"2414",2021-10-02,706,4897,"all ages 50+"
"2415",2021-10-02,803,4897,"40-49"
"2416",2020-10-03,468,3115,"all ages 50+"
"2417",2020-10-03,892,3115,"22-29"
"2418",2020-10-03,517,3115,"40-49"
"2419",2020-10-03,936,3115,"30-39"
"2420",2020-10-03,302,3115,"21 and under"
"2421",2022-10-08,1725,5575,"30-39"
"2422",2022-10-08,1588,5575,"22-29"
"2423",2022-10-08,987,5575,"40-49"
"2424",2022-10-08,512,5575,"21 and under"
"2425",2022-10-08,760,5575,"all ages 50+"
"2426",2021-10-09,1399,4861,"22-29"
"2427",2021-10-09,795,4861,"40-49"
"2428",2021-10-09,694,4861,"all ages 50+"
"2429",2021-10-09,1525,4861,"30-39"
"2430",2021-10-09,442,4861,"21 and under"
"2431",2020-10-10,481,3188,"all ages 50+"
"2432",2020-10-10,914,3188,"22-29"
"2433",2020-10-10,543,3188,"40-49"
"2434",2020-10-10,946,3188,"30-39"
"2435",2020-10-10,301,3188,"21 and under"
"2436",2019-10-12,67,240,"22-29"
"2437",2019-10-12,62,240,"30-39"
"2438",2019-10-12,45,240,"40-49"
"2439",2019-10-12,45,240,"all ages 50+"
"2440",2019-10-12,21,240,"21 and under"
"2441",2022-10-15,771,5583,"all ages 50+"
"2442",2022-10-15,1572,5583,"22-29"
"2443",2022-10-15,1743,5583,"30-39"
"2444",2022-10-15,977,5583,"40-49"
"2445",2022-10-15,516,5583,"21 and under"
"2446",2021-10-16,1419,5139,"22-29"
"2447",2021-10-16,874,5139,"40-49"
"2448",2021-10-16,771,5139,"all ages 50+"
"2449",2021-10-16,1663,5139,"30-39"
"2450",2021-10-16,404,5139,"21 and under"
